03/21/2022 10:28:46,"Friday, Mar 18",82,"Saturday, Mar 19",93,"Sunday, Mar 20",71,Today,56,"Tuesday, Mar 22",21,"Wednesday, Mar 23",35,"Thursday, Mar 24",32,"Friday, Mar 25",21,"Saturday, Mar 26",20,"Sunday, Mar 27",30
03/21/2022 10:33:07,"Friday, Mar 18",82,"Saturday, Mar 19",93,"Sunday, Mar 20",71,Today,65,"Tuesday, Mar 22",21,"Wednesday, Mar 23",35,"Thursday, Mar 24",32,"Friday, Mar 25",21,"Saturday, Mar 26",20,"Sunday, Mar 27",30
03/22/2022 08:59:46,"Saturday, Mar 19",93,"Sunday, Mar 20",71,"Monday, Mar 21",65,Today,66,"Wednesday, Mar 23",20,"Thursday, Mar 24",34,"Friday, Mar 25",33,"Saturday, Mar 26",22,"Sunday, Mar 27",36,"Monday, Mar 28",58
03/23/2022 09:50:25,"Sunday, Mar 20",71,"Monday, Mar 21",65,"Tuesday, Mar 22",66,Today,9,"Thursday, Mar 24",24,"Friday, Mar 25",41,"Saturday, Mar 26",33,"Sunday, Mar 27",66,"Monday, Mar 28",133,"Tuesday, Mar 29",156
